envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
5267	47439000	48159000	47319000	45999000	47559000	48159000	47124037.4812594
5268	47436000	48156000	47316000	45996000	47556000	48156000	47128533.7331334
5269	47433000	48153000	47313000	45993000	47553000	48153000	47133041.9790105
5270	47454000	48150000	47430000	45990000	47550000	48150000	47137550.2248876
5271	47451000	48147000	47427000	45987000	47547000	48147000	47142070.4647676
5272	47448000	48144000	47424000	45984000	47544000	48144000	47146578.7106447
5273	47445000	48141000	47421000	45981000	47541000	48141000	47151074.9625187
5274	47442000	48138000	47418000	45978000	47538000	48138000	47155571.2143928
5275	47439000	48135000	47415000	45975000	47535000	48135000	47160067.4662669
5276	47484000	48132000	47412000	46092000	47532000	48252000	47164563.7181409
5277	47481000	48129000	47409000	46089000	47529000	48249000	47169047.976012
5278	47478000	48126000	47406000	46086000	47526000	48246000	47173520.2398801
5279	47475000	48123000	47403000	46083000	47523000	48243000	47177980.5097451
5280	47472000	48120000	47400000	46080000	47520000	48240000	47182440.7796102
5281	47493000	48237000	47397000	46077000	47517000	48237000	47186901.0494753
5282	47490000	48234000	47394000	46074000	47514000	48234000	47191361.3193403
5283	47487000	48231000	47391000	46071000	47511000	48231000	47195809.5952024
5284	47484000	48228000	47388000	46068000	47508000	48228000	47200257.8710645
5285	47481000	48225000	47385000	46065000	47505000	48225000	47204694.1529235
5286	47502000	48222000	47382000	46062000	47502000	48342000	47209142.4287856
5287	47523000	48339000	47379000	46059000	47499000	48339000	47213578.7106447
5288	47520000	48336000	47376000	46056000	47496000	48336000	47218014.9925038
5289	47517000	48333000	47373000	46053000	47493000	48333000	47222451.2743628
5290	47538000	48330000	47370000	46050000	47610000	48330000	47226887.5562219
5291	47559000	48447000	47367000	46047000	47607000	48327000	47231323.838081
5292	47556000	48444000	47364000	46044000	47604000	48324000	47235760.11994
5293	47577000	48441000	47361000	46041000	47721000	48321000	47240196.4017991
5294	47574000	48438000	47358000	46038000	47718000	48318000	47244632.6836582
5295	47571000	48435000	47355000	46035000	47715000	48315000	47249080.9595202
5296	47568000	48432000	47352000	46032000	47712000	48312000	47253529.2353823
5297	47589000	48549000	47349000	46029000	47709000	48309000	47257977.5112444
5298	47634000	48546000	47346000	46026000	47826000	48426000	47262425.7871065
5299	47631000	48543000	47343000	46023000	47823000	48423000	47266886.0569715
5300	47628000	48540000	47340000	46020000	47820000	48420000	47271334.3328336
5301	47625000	48537000	47337000	46017000	47817000	48417000	47275770.6146926
5302	47646000	48654000	47334000	46014000	47814000	48414000	47280194.9025487
5303	47643000	48651000	47331000	46011000	47811000	48411000	47284619.1904048
5304	47664000	48648000	47328000	46008000	47808000	48528000	47289055.4722639
5305	47661000	48645000	47325000	46005000	47805000	48525000	47293491.7541229
5306	47658000	48642000	47322000	46002000	47802000	48522000	47297928.035982
5307	47679000	48759000	47319000	45999000	47799000	48519000	47302376.3118441
5308	47700000	48756000	47436000	45996000	47796000	48516000	47306812.5937032
5309	47721000	48873000	47433000	45993000	47793000	48513000	47311248.8755622
5310	47718000	48870000	47430000	45990000	47790000	48510000	47315685.1574213
5311	47715000	48867000	47427000	45987000	47787000	48507000	47320109.4452774
5312	47712000	48864000	47424000	45984000	47784000	48504000	47324533.7331334
5313	47709000	48861000	47421000	45981000	47781000	48501000	47328970.0149925
5314	47706000	48858000	47418000	45978000	47778000	48498000	47333394.3028486
5315	47703000	48855000	47415000	45975000	47775000	48495000	47337830.5847077
5316	47700000	48852000	47412000	45972000	47772000	48492000	47342254.8725637
5317	47745000	48849000	47529000	45969000	47889000	48489000	47346679.1604198
5318	47790000	48846000	47526000	46086000	48006000	48486000	47351103.4482759
5319	47787000	48843000	47523000	46083000	48003000	48483000	47355527.7361319
5320	47808000	48840000	47520000	46080000	4.8e+07	48600000	47359952.023988
5321	47805000	48837000	47517000	46077000	47997000	48597000	47364376.3118441
5322	47826000	48954000	47514000	46074000	47994000	48594000	47368800.5997002
5323	47823000	48951000	47511000	46071000	47991000	48591000	47373224.8875562
5324	47820000	48948000	47508000	46068000	47988000	48588000	47377625.1874063
5325	47817000	48945000	47505000	46065000	47985000	48585000	47382037.4812594
5326	47814000	48942000	47502000	46062000	47982000	48582000	47386449.7751124
5327	47811000	48939000	47499000	46059000	47979000	48579000	47390862.0689655
5328	47832000	48936000	47496000	46176000	47976000	48576000	47395274.3628186
5329	47829000	48933000	47493000	46173000	47973000	48573000	47399686.6566717
5330	47826000	48930000	47490000	46170000	47970000	48570000	47404110.9445277
5331	47823000	48927000	47487000	46167000	47967000	48567000	47408535.2323838
5332	47820000	48924000	47484000	46164000	47964000	48564000	47412959.5202399
5333	47817000	48921000	47481000	46161000	47961000	48561000	47417359.82009
5334	47814000	48918000	47478000	46158000	47958000	48558000	47421760.11994
5335	47811000	48915000	47475000	46155000	47955000	48555000	47426160.4197901
5336	47808000	48912000	47472000	46152000	47952000	48552000	47430548.7256372
5337	47805000	48909000	47469000	46149000	47949000	48549000	47434937.0314843
5338	47802000	48906000	47466000	46146000	47946000	48546000	47439313.3433283
5339	47799000	48903000	47463000	46143000	47943000	48543000	47443689.6551724
5340	47796000	48900000	47460000	46140000	47940000	48540000	47448065.9670165
5341	47793000	48897000	47457000	46137000	47937000	48537000	47452442.2788606
5342	47790000	48894000	47454000	46134000	47934000	48534000	47456794.6026987
5343	47811000	49011000	47451000	46131000	47931000	48531000	47461122.9385307
5344	47808000	49008000	47448000	46128000	47928000	48528000	47465451.2743628
5345	47805000	49005000	47445000	46125000	47925000	48525000	47469779.6101949
5346	47850000	49002000	47442000	46242000	47922000	48642000	47474107.946027
5347	47847000	48999000	47439000	46239000	47919000	48639000	47478448.2758621
5348	47844000	48996000	47436000	46236000	47916000	48636000	47482788.6056972
5349	47841000	48993000	47433000	46233000	47913000	48633000	47487128.9355322
5350	47862000	48990000	47550000	46230000	47910000	48630000	47491433.2833583
5351	47883000	49107000	47547000	46227000	47907000	48627000	47495737.6311844
5352	47952000	49104000	47544000	46344000	48024000	48744000	47500041.9790105
5353	47949000	49101000	47541000	46341000	48021000	48741000	47504358.3208396
5354	47970000	49218000	47538000	46338000	48018000	48738000	47508674.6626687
5355	47991000	49335000	47535000	46335000	48015000	48735000	47513002.9985008
5356	47988000	49332000	47532000	46332000	48012000	48732000	47517319.3403298
5357	47985000	49329000	47529000	46329000	48009000	48729000	47521623.6881559
5358	47982000	49326000	47526000	46326000	48006000	48726000	47525904.047976
5359	48003000	49443000	47523000	46323000	48003000	48723000	47530184.4077961
5360	4.8e+07	49440000	47520000	46320000	4.8e+07	48720000	47534464.7676162
5361	48021000	49437000	47637000	46317000	47997000	48717000	47538757.1214393
5362	48018000	49434000	47634000	46314000	47994000	48714000	47543049.4752624
5363	48015000	49431000	47631000	46311000	47991000	48711000	47547341.8290855
5364	48012000	49428000	47628000	46308000	47988000	48708000	47551622.1889055
5365	48033000	49425000	47625000	46305000	48105000	48705000	47555902.5487256
5366	48030000	49422000	47622000	46302000	48102000	48702000	47560182.9085457
5367	48027000	49419000	47619000	46299000	48099000	48699000	47564463.2683658
5368	48024000	49416000	47616000	46296000	48096000	48696000	47568743.6281859
5369	48021000	49413000	47613000	46293000	48093000	48693000	47573011.994003
5370	48018000	49410000	47610000	46290000	48090000	48690000	47577280.3598201
5371	48015000	49407000	47607000	46287000	48087000	48687000	47581536.7316342
5372	48036000	49404000	47604000	46404000	48084000	48684000	47585793.1034483
5373	48033000	49401000	47601000	46401000	48081000	48681000	47590037.4812594
5374	48030000	49398000	47598000	46398000	48078000	48678000	47594281.8590705
5375	48051000	49395000	47595000	46395000	48195000	48675000	47598526.2368816
5376	48072000	49392000	47592000	46512000	48192000	48672000	47602770.6146927
5377	48069000	49389000	47589000	46509000	48189000	48669000	47607002.9985007
5378	48066000	49386000	47586000	46506000	48186000	48666000	47611235.3823088
5379	48111000	49503000	47583000	46623000	48183000	48663000	47615479.7601199
5380	48108000	49500000	47580000	46620000	48180000	48660000	47619724.137931
5381	48129000	49497000	47577000	46617000	48297000	48657000	47623980.5097451
5382	48126000	49494000	47574000	46614000	48294000	48654000	47628248.8755622
5383	48123000	49491000	47571000	46611000	48291000	48651000	47632517.2413793
5384	48144000	49488000	47568000	46608000	48408000	48648000	47636785.6071964
5385	48141000	49485000	47565000	46605000	48405000	48645000	47641053.9730135
5386	48162000	49482000	47562000	46722000	48402000	48642000	47645310.3448276
5387	48207000	49479000	47559000	46839000	48519000	48639000	47649578.7106447
5388	48204000	49476000	47556000	46836000	48516000	48636000	47653847.0764618
5389	48201000	49473000	47553000	46833000	48513000	48633000	47658103.4482759
5390	48198000	49470000	47550000	46830000	48510000	48630000	47662371.814093
5391	48219000	49467000	47547000	46827000	48507000	48747000	47666628.185907
5392	48216000	49464000	47544000	46824000	48504000	48744000	47670884.5577211
5393	48237000	49461000	47661000	46821000	48501000	48741000	47675140.9295352
5394	48258000	49458000	47778000	46818000	48498000	48738000	47679397.3013493
5395	48279000	49455000	47775000	46815000	48495000	48855000	47683641.6791604
5396	48300000	49452000	47772000	46812000	48492000	48972000	47687850.0749625
5397	48321000	49449000	47769000	46929000	48489000	48969000	47692046.4767616
5398	48318000	49446000	47766000	46926000	48486000	48966000	47696254.8725637
5399	48315000	49443000	47763000	46923000	48483000	48963000	47700463.2683658
5400	48336000	49440000	47880000	46920000	48480000	48960000	47704671.6641679
5401	48333000	49437000	47877000	46917000	48477000	48957000	47708880.05997
5402	48330000	49434000	47874000	46914000	48474000	48954000	47713100.4497751
5403	48327000	49431000	47871000	46911000	48471000	48951000	47717320.8395802
5404	48348000	49428000	47988000	46908000	48468000	48948000	47721529.2353823
5405	48393000	49545000	48105000	46905000	48465000	48945000	47725749.6251874
5406	48390000	49542000	48102000	46902000	48462000	48942000	47729946.0269865
5407	48387000	49539000	48099000	46899000	48459000	48939000	47734142.4287856
5408	48384000	49536000	48096000	46896000	48456000	48936000	47738338.8305847
5409	48381000	49533000	48093000	46893000	48453000	48933000	47742523.2383808
5410	48378000	49530000	48090000	46890000	48450000	48930000	47746707.6461769
5411	48375000	49527000	48087000	46887000	48447000	48927000	47750868.065967
5412	48396000	49524000	48084000	46884000	48564000	48924000	47755040.4797601
5413	48393000	49521000	48081000	46881000	48561000	48921000	47759224.8875562
5414	48390000	49518000	48078000	46878000	48558000	48918000	47763409.2953523
5415	48387000	49515000	48075000	46875000	48555000	48915000	47767593.7031484
5416	48384000	49512000	48072000	46872000	48552000	48912000	47771778.1109445
5417	48381000	49509000	48069000	46869000	48549000	48909000	47775974.5127436
5418	48378000	49506000	48066000	46866000	48546000	48906000	47780170.9145427
5419	48375000	49503000	48063000	46863000	48543000	48903000	47784379.3103448
5420	48372000	49500000	48060000	46860000	48540000	48900000	47788599.7001499
5421	48393000	49497000	48057000	46977000	48537000	48897000	47792832.083958
5422	48390000	49494000	48054000	46974000	48534000	48894000	47797064.4677661
5423	48411000	49491000	48051000	46971000	48531000	49011000	47801308.8455772
5424	48432000	49488000	48048000	46968000	48648000	49008000	47805541.2293853
5425	48429000	49485000	48045000	46965000	48645000	49005000	47809785.6071964
5426	48450000	49482000	48162000	46962000	48642000	49002000	47814053.9730135
5427	48471000	49479000	48159000	46959000	48639000	49119000	47818322.3388306
5428	48492000	49476000	48156000	47076000	48636000	49116000	47822566.7166417
5429	48513000	49473000	48153000	47073000	48633000	49233000	47826823.0884558
5430	48534000	49470000	48150000	47070000	48630000	49350000	47831079.4602699
5431	48531000	49467000	48147000	47067000	48627000	49347000	47835335.832084
5432	48528000	49464000	48144000	47064000	48624000	49344000	47839604.197901
5433	48525000	49461000	48141000	47061000	48621000	49341000	47843872.5637181
5434	48522000	49458000	48138000	47058000	48618000	49338000	47848128.9355322
5435	48519000	49455000	48135000	47055000	48615000	49335000	47852385.3073463
5436	48516000	49452000	48132000	47052000	48612000	49332000	47856629.6851574
5437	48513000	49449000	48129000	47049000	48609000	49329000	47860874.0629685
5438	48510000	49446000	48126000	47046000	48606000	49326000	47865118.4407796
5439	48507000	49443000	48123000	47043000	48603000	49323000	47869362.8185907
5440	48504000	49440000	48120000	47040000	48600000	49320000	47873607.1964018
5441	48501000	49437000	48117000	47037000	48597000	49317000	47877839.5802099
5442	48498000	49434000	48114000	47034000	48594000	49314000	47882071.964018
5443	48495000	49431000	48111000	47031000	48591000	49311000	47886304.3478261
5444	48516000	49428000	48108000	47028000	48708000	49308000	47890524.7376312
5445	48513000	49425000	48105000	47025000	48705000	49305000	47894757.1214393
5446	48510000	49422000	48102000	47022000	48702000	49302000	47899001.4992504
5447	48507000	49419000	48099000	47019000	48699000	49299000	47903233.8830585
5448	48504000	49416000	48096000	47016000	48696000	49296000	47907466.2668666
5449	48501000	49413000	48093000	47013000	48693000	49293000	47911686.6566717
5450	48498000	49410000	48090000	47010000	48690000	49290000	47915907.0464768
5451	48495000	49407000	48087000	47007000	48687000	49287000	47920139.4302849
5452	48492000	49404000	48084000	47004000	48684000	49284000	47924371.814093
5453	48489000	49401000	48081000	47001000	48681000	49281000	47928604.197901
5454	48486000	49398000	48078000	46998000	48678000	49278000	47932836.5817092
5455	48507000	49395000	48075000	47115000	48675000	49275000	47937068.9655172
5456	48528000	49392000	48072000	47112000	48672000	49392000	47941313.3433283
5457	48549000	49509000	48069000	47109000	48669000	49389000	47945557.7211394
5458	48546000	49506000	48066000	47106000	48666000	49386000	47949826.0869565
5459	48543000	49503000	48063000	47103000	48663000	49383000	47954106.4467766
5460	48564000	49500000	48060000	47220000	48660000	49380000	47958398.8005997
